K,ColorID,Red,Green,Blue,Unmapped,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
300,0,166,101,54,False,,3826,Golden Brown,#AD7239,173,114,57,15.066519173319364
300,1,20,40,57,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.92582403567252
300,2,237,209,129,False,,3821,Straw,#F3CE75,243,206,117,13.74772708486752
300,3,72,91,93,False,,413,Pewter Gray Dark,#565656,86,86,86,16.431676725154983
300,4,9,13,20,True,,3371,Black Brown,#1E1108,30,17,8,24.515301344262525
300,5,168,176,185,False,,04,Tin Dark,#AEAEB1,174,174,177,10.198039027185569
300,6,215,119,47,False,,3776,Mahogany Light,#CF7939,207,121,57,12.96148139681572
300,7,160,143,99,False,,3863,Mocha Beige Medium,#A4835C,164,131,92,14.45683229480096
300,8,100,73,49,False,,838,Beige Brown Very Dark,#594937,89,73,55,12.529964086141668
300,9,23,68,97,False,,796,Royal Blue Dark,#11416D,17,65,109,13.74772708486752
300,10,254,186,66,False,,725,Topaz Medium Light,#FFC840,255,200,64,14.177446878757825
300,11,123,115,98,False,,640,Beige Gray Very Dark,#857B61,133,123,97,12.84523257866513
300,12,233,206,182,False,,05,Driftwood Light,#E3CCBE,227,204,190,10.198039027185569
300,13,61,61,62,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,8.12403840463596
300,14,212,158,80,False,,977,Golden Brown Light,#DC9C56,220,156,86,10.198039027185569
300,15,85,118,138,False,,3838,Lavender Blue Dark,#5C7294,92,114,148,12.84523257866513
300,16,140,69,29,False,,400,Mahogany Dark,#8F430F,143,67,15,14.45683229480096
300,17,45,93,112,False,,803,Baby Blue Ultra Very Dark,#2C597C,44,89,124,12.68857754044952
300,18,226,89,10,False,,946,Burnt Orange Medium,#EB6307,235,99,7,13.784048752090222
300,19,27,31,39,True,,3371,Black Brown,#1E1108,30,17,8,34.14674215792775
300,20,113,95,75,False,,610,Drab Brown Dark,#796047,121,96,71,9.0
300,21,238,139,54,True,,3853,Autumn Gold Dark,#F29746,242,151,70,20.396078054371138
300,22,46,49,53,True,,934,Avocado Grn Black,#313919,49,57,25,29.274562336608895
300,23,1,1,2,False,,310,Black,#000000,0,0,0,2.449489742783178
300,24,200,181,172,False,,452,Shell Gray Medium,#C0B3AE,192,179,174,8.48528137423857
300,25,183,195,200,False,,927,Gray Green Light,#BDCBCB,189,203,203,10.44030650891055
300,26,113,139,154,False,,931,Antique Blue Medium,#6A859E,106,133,158,10.04987562112089
300,27,71,113,119,False,,991,Aquamarine Dark,#477B6E,71,123,110,13.45362404707371
300,28,111,139,122,False,,3768,Gray Green Dark,#657F7F,101,127,127,16.401219466856727
300,29,182,76,18,False,,920,Copper Medium,#AC5414,172,84,20,12.96148139681572
300,30,185,131,78,False,,435,Brown Very Light,#B87748,184,119,72,13.45362404707371
300,31,18,23,32,True,,3371,Black Brown,#1E1108,30,17,8,27.49545416973504
300,32,134,104,57,False,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,10.44030650891055
300,33,10,43,67,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,23.53720459187964
300,34,238,162,74,False,,3853,Autumn Gold Dark,#F29746,242,151,70,12.36931687685298
300,35,76,59,44,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,2.449489742783178
300,36,25,55,75,False,,939,Navy Blue Very Dark,#1B2853,27,40,83,17.11724276862369
300,37,166,163,163,False,,318,Steel Gray Light,#ABABAB,171,171,171,12.36931687685298
300,38,247,191,84,False,,742,Tangerine Light,#FFBF57,255,191,87,8.54400374531753
300,39,92,110,104,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,7.483314773547883
300,40,185,170,103,False,,371,Mustard,#BFA671,191,166,113,12.328828005937952
300,41,158,87,42,False,,434,Brown Light,#985E33,152,94,51,12.884098726725126
300,42,112,62,34,False,,433,Brown Medium,#7A451F,122,69,31,12.569805089976535
300,43,253,249,203,False,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,2.0
300,44,146,117,86,False,,611,Drab Brown,#967656,150,118,86,4.123105625617661
300,45,193,101,39,False,,301,Mahogany Medium,#B35F2B,179,95,43,15.748015748023622
300,46,8,7,8,False,,310,Black,#000000,0,0,0,13.30413469565007
300,47,233,110,29,False,,922,Copper Light,#E27323,226,115,35,10.488088481701515
300,48,186,151,126,False,,841,Beige Brown Light,#B69B7E,182,155,126,5.656854249492381
300,49,152,158,114,False,,522,Fern Green,#969E7E,150,158,126,12.165525060596439
300,50,49,40,37,True,,934,Avocado Grn Black,#313919,49,57,25,20.808652046684813
300,51,79,76,70,False,,3021,Brown Gray Very Dark,#4F4B41,79,75,65,5.0990195135927845
300,52,213,136,63,False,,3776,Mahogany Light,#CF7939,207,121,57,17.233687939614086
300,53,144,87,51,False,,434,Brown Light,#985E33,152,94,51,10.63014581273465
300,54,251,163,61,False,,3853,Autumn Gold Dark,#F29746,242,151,70,17.4928556845359
300,55,58,104,117,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,6.48074069840786
300,56,149,105,67,False,,420,Hazelnut Brown Dark,#A07042,160,112,66,13.076696830622021
300,57,42,64,77,True,,3750,Antique Blue Very Dark,#384C5E,56,76,94,25.079872407968907
300,58,202,212,217,False,,3752,Antique Blue Very Light,#C7D1DB,199,209,219,4.69041575982343
300,59,213,199,191,False,,06,Driftwood Medium Light,#DCC6B8,220,198,184,9.9498743710662
300,60,231,187,115,False,,728,Topaz,#E4B468,228,180,104,13.379088160259652
300,61,192,118,63,False,,976,Golden Brown Medium,#C28142,194,129,66,11.575836902790225
300,62,132,95,73,False,,610,Drab Brown Dark,#796047,121,96,71,11.224972160321824
300,63,31,77,103,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,4.358898943540674
300,64,11,19,31,True,,3371,Black Brown,#1E1108,30,17,8,29.899832775452108
300,65,247,232,165,False,,745,Yellow Pale Light,#FFE9AD,255,233,173,11.357816691600547
300,66,111,106,93,False,,645,Beaver Gray Very Dark,#6E655C,110,101,92,5.196152422706632
300,67,131,71,39,False,,433,Brown Medium,#7A451F,122,69,31,12.206555615733702
300,68,102,92,79,False,,3787,Brown Gray Dark,#625D50,98,93,80,4.242640687119285
300,69,56,47,42,True,,934,Avocado Grn Black,#313919,49,57,25,20.92844953645635
300,70,221,175,96,False,,3820,Straw Dark,#DFB65F,223,182,95,7.3484692283495345
300,71,182,145,95,False,,3828,Hazelnut Brown,#B78B61,183,139,97,6.4031242374328485
300,72,88,126,122,False,,3768,Gray Green Dark,#657F7F,101,127,127,13.96424004376894
300,73,40,40,42,True,,934,Avocado Grn Black,#313919,49,57,25,25.67099530598687
300,74,200,165,94,False,,833,Golden Olive Light,#C8AB6C,200,171,108,15.231546211727817
300,75,170,170,172,False,,318,Steel Gray Light,#ABABAB,171,171,171,1.7320508075688772
300,76,214,87,13,False,,900,Burnt Orange Dark,#D15807,209,88,7,7.874007874011811
300,77,123,92,65,False,,610,Drab Brown Dark,#796047,121,96,71,7.483314773547883
300,78,122,147,161,False,,3839,Lavender Blue Medium,#7B8EAB,123,142,171,11.224972160321824
300,79,35,28,23,False,,3371,Black Brown,#1E1108,30,17,8,19.261360284258224
300,80,231,216,152,False,,676,Old Gold Light,#E5CE97,229,206,151,10.246950765959598
300,81,68,100,106,False,,930,Antique Blue Dark,#455C71,69,92,113,10.677078252031311
300,82,252,202,86,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,10.344080432788601
300,83,11,33,53,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,34.713109915419565
300,84,18,20,24,True,,3371,Black Brown,#1E1108,30,17,8,20.223748416156685
300,85,171,125,84,False,,167,Yellow Beige Very Dark,#A77C49,167,124,73,11.74734012447073
300,86,168,74,25,False,,919,Red Copper,#A64510,166,69,16,10.488088481701515
300,87,240,223,205,False,,543,Beige Brown Ultra Very Light,#F2E3CE,242,227,206,4.58257569495584
300,88,48,85,99,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,13.038404810405298
300,89,123,131,112,False,,646,Beaver Gray Dark,#877D73,135,125,115,13.74772708486752
300,90,39,43,49,True,,934,Avocado Grn Black,#313919,49,57,25,29.5296461204668
300,91,49,60,67,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,18.05547008526779
300,92,242,183,137,False,,20,Shrimp,#F7AF93,247,175,147,13.74772708486752
300,93,251,146,44,False,,741,Tangerine Medium,#FFA32B,255,163,43,17.4928556845359
300,94,249,207,104,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,11.0
300,95,210,106,36,False,,922,Copper Light,#E27323,226,115,35,18.384776310850235
300,96,59,53,49,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,18.81488772222678
300,97,252,169,93,False,,3854,Autumn Gold Medium,#F2AF68,242,175,104,16.0312195418814
300,98,2,9,23,True,,310,Black,#000000,0,0,0,24.779023386727733
300,99,153,78,33,False,,975,Golden Brown Dark,#914F12,145,79,18,17.029386365926403
300,100,55,77,86,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,8.12403840463596
300,101,236,177,85,False,,3820,Straw Dark,#DFB65F,223,182,95,17.146428199482248
300,102,216,141,86,False,,436,Tan,#CB9051,203,144,81,14.247806848775006
300,103,179,117,70,False,,435,Brown Very Light,#B87748,184,119,72,5.744562646538029
300,104,197,174,142,False,,372,Mustard Light,#CCB784,204,183,132,15.165750888103101
300,105,120,84,62,False,,3781,Mocha Brown Dark,#6B5743,107,87,67,14.247806848775006
300,106,19,31,44,True,,3371,Black Brown,#1E1108,30,17,8,40.162171256046406
300,107,82,65,52,False,,838,Beige Brown Very Dark,#594937,89,73,55,11.045361017187261
300,108,137,161,171,True,,926,Gray Green Medium,#98AEAE,152,174,174,20.074859899884732
300,109,186,110,49,False,,3826,Golden Brown,#AD7239,173,114,57,15.7797338380595
300,110,138,103,77,False,,3862,Mocha Beige Dark,#8A6E4E,138,110,78,7.0710678118654755
300,111,207,181,163,False,,842,Beige Brown Very Light,#D1BAA1,209,186,161,5.744562646538029
300,112,3,6,14,False,,310,Black,#000000,0,0,0,15.524174696260024
300,113,230,136,56,True,,721,Orange Spice Medium,#F27842,242,120,66,22.360679774997898
300,114,14,15,16,False,,3371,Black Brown,#1E1108,30,17,8,18.0
300,115,225,163,76,False,,977,Golden Brown Light,#DC9C56,220,156,86,13.19090595827292
300,116,86,59,38,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,11.74734012447073
300,117,10,16,27,True,,3371,Black Brown,#1E1108,30,17,8,27.60434748368452
300,118,207,191,181,False,,06,Driftwood Medium Light,#DCC6B8,220,198,184,15.066519173319364
300,119,177,159,99,False,,370,Mustard Medium,#B89D64,184,157,100,7.3484692283495345
300,120,88,90,88,False,,413,Pewter Gray Dark,#565656,86,86,86,4.898979485566356
300,121,54,38,29,False,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,16.55294535724685
300,122,110,75,51,False,,839,Beige Brown Dark,#675541,103,85,65,18.57417562100671
300,123,140,76,39,True,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,20.73644135332772
300,124,145,130,94,False,,840,Beige Brown Medium,#9A7C5C,154,124,92,11.0
300,125,38,51,62,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.13426869074396
300,126,247,211,165,False,,738,Tan Very Light,#ECCC9E,236,204,158,14.798648586948742
300,127,135,78,45,False,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,13.892443989449804
300,128,72,64,57,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,11.0
300,129,52,98,114,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,7.54983443527075
300,130,122,144,119,True,,3022,Brown Gray Medium,#8E9078,142,144,120,20.024984394500787
300,131,106,117,103,False,,317,Pewter Gray,#6C6C6C,108,108,108,10.488088481701515
300,132,24,23,25,False,,3371,Black Brown,#1E1108,30,17,8,19.0
300,133,251,175,64,True,,741,Tangerine Medium,#FFA32B,255,163,43,24.515301344262525
300,134,246,219,188,False,,945,Tawny,#FBD5BB,251,213,187,7.874007874011811
300,135,106,83,64,False,,839,Beige Brown Dark,#675541,103,85,65,3.7416573867739413
300,136,223,141,62,True,,3853,Autumn Gold Dark,#F29746,242,151,70,22.9128784747792
300,137,175,92,39,False,,301,Mahogany Medium,#B35F2B,179,95,43,6.4031242374328485
300,138,46,45,45,True,,934,Avocado Grn Black,#313919,49,57,25,23.515952032609693
300,139,239,186,93,False,,3854,Autumn Gold Medium,#F2AF68,242,175,104,15.84297951775486
300,140,207,128,59,False,,3776,Mahogany Light,#CF7939,207,121,57,7.280109889280518
300,141,250,219,128,False,,743,Yellow Medium,#FED376,254,211,118,13.416407864998739
300,142,193,130,68,False,,976,Golden Brown Medium,#C28142,194,129,66,2.449489742783178
300,143,18,54,79,False,,820,Royal Blue Very Dark,#0E365C,14,54,92,13.601470508735444
300,144,221,164,126,False,,21,Alizarin Light,#D79982,215,153,130,13.152946437965905
300,145,228,192,98,False,,3820,Straw Dark,#DFB65F,223,182,95,11.575836902790225
300,146,254,247,190,False,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,15.165750888103101
300,147,68,67,66,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,2.23606797749979
300,148,4,13,29,True,,310,Black,#000000,0,0,0,32.03123475609393
300,149,192,147,78,False,,832,Golden Olive,#BD9B51,189,155,81,9.055385138137417
300,150,184,176,170,False,,648,Beaver Gray Light,#BCB4AC,188,180,172,6.0
300,151,250,140,47,True,,741,Tangerine Medium,#FFA32B,255,163,43,23.874672772626646
300,152,20,35,49,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,35.07135583350036
300,153,95,129,121,False,,3768,Gray Green Dark,#657F7F,101,127,127,8.717797887081348
300,154,241,104,17,False,,946,Burnt Orange Medium,#EB6307,235,99,7,12.68857754044952
300,155,66,103,125,False,,824,Blue Very Dark,#396987,57,105,135,13.601470508735444
300,156,140,122,78,False,,830,Golden Olive Dark,#8D784B,141,120,75,3.7416573867739413
300,157,41,33,31,True,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,21.494185260204677
300,158,232,229,226,False,,01,White Tin,#E3E3E6,227,227,230,6.708203932499369
300,159,225,153,84,False,,977,Golden Brown Light,#DC9C56,220,156,86,6.164414002968976
300,160,85,98,96,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,12.84523257866513
300,161,89,70,55,False,,838,Beige Brown Very Dark,#594937,89,73,55,3.0
300,162,217,178,159,False,,3046,Yellow Beige Medium,#D8BC9A,216,188,154,11.224972160321824
300,163,199,95,28,False,,921,Copper,#C66218,198,98,24,5.0990195135927845
300,164,27,39,50,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,33.015148038438355
300,165,113,124,106,False,,317,Pewter Gray,#6C6C6C,108,108,108,16.881943016134134
300,166,98,104,97,False,,535,Ash Gray Very Light,#636458,99,100,88,9.899494936611665
300,167,40,88,110,False,,803,Baby Blue Ultra Very Dark,#2C597C,44,89,124,14.594519519326424
300,168,145,95,59,False,,434,Brown Light,#985E33,152,94,51,10.677078252031311
300,169,27,22,17,False,,3371,Black Brown,#1E1108,30,17,8,10.723805294763608
300,170,79,120,120,False,,991,Aquamarine Dark,#477B6E,71,123,110,13.152946437965905
300,171,172,136,117,False,,3861,Cocoa Light,#A68881,166,136,129,13.416407864998739
300,172,171,187,195,False,,932,Antique Blue Light,#A2B5C6,162,181,198,11.224972160321824
300,173,205,119,53,False,,3776,Mahogany Light,#CF7939,207,121,57,4.898979485566356
300,174,167,70,19,False,,919,Red Copper,#A64510,166,69,16,3.3166247903554
300,175,240,147,60,False,,3853,Autumn Gold Dark,#F29746,242,151,70,10.954451150103322
300,176,250,152,55,False,,3853,Autumn Gold Dark,#F29746,242,151,70,17.029386365926403
300,177,10,25,42,True,,3371,Black Brown,#1E1108,30,17,8,40.24922359499622
300,178,101,65,41,False,,801,Coffee Brown Dark,#653919,101,57,25,17.88854381999832
300,179,96,127,144,False,,3838,Lavender Blue Dark,#5C7294,92,114,148,14.177446878757825
300,180,167,162,106,False,,3012,Khaki Green Medium,#A6A75D,166,167,93,13.96424004376894
300,181,155,98,56,False,,434,Brown Light,#985E33,152,94,51,7.0710678118654755
300,182,3,4,7,False,,310,Black,#000000,0,0,0,8.602325267042627
300,183,190,204,209,False,,927,Gray Green Light,#BDCBCB,189,203,203,6.164414002968976
300,184,72,74,75,False,,844,Beaver Gray Ultra Dark,#484848,72,72,72,3.605551275463989
300,185,221,193,172,False,,613,Drab Brown Very Light,#DCC4AA,220,196,170,3.7416573867739413
300,186,57,70,75,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,13.341664064126334
300,187,59,58,57,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,13.92838827718412
300,188,203,141,67,False,,436,Tan,#CB9051,203,144,81,14.317821063276353
300,189,173,151,113,False,,642,Beige Gray Dark,#A49878,164,152,120,11.445523142259598
300,190,165,110,66,False,,420,Hazelnut Brown Dark,#A07042,160,112,66,5.385164807134504
300,191,252,217,112,False,,743,Yellow Medium,#FED376,254,211,118,8.717797887081348
300,192,174,165,139,False,,3032,Mocha Brown Medium,#B39F8B,179,159,139,7.810249675906654
300,193,11,39,62,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.419689627245813
300,194,218,147,73,False,,977,Golden Brown Light,#DC9C56,220,156,86,15.937377450509228
300,195,156,120,79,False,,611,Drab Brown,#967656,150,118,86,9.433981132056603
300,196,53,93,106,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,13.45362404707371
300,197,235,131,46,True,,922,Copper Light,#E27323,226,115,35,21.400934559032695
300,198,173,140,76,False,,831,Golden Olive Medium,#AA8F56,170,143,86,10.862780491200215
300,199,153,82,40,False,,434,Brown Light,#985E33,152,94,51,16.30950643030009
300,200,127,112,88,False,,3790,Beige Gray Ultra Dark,#7F6A55,127,106,85,6.708203932499369
300,201,89,84,73,False,,309,Rose Dark,#BA4A4A,86,74,74,10.488088481701515
300,202,85,111,110,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,6.48074069840786
300,203,26,72,99,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,8.774964387392123
300,204,222,112,36,False,,922,Copper Light,#E27323,226,115,35,5.0990195135927845
300,205,237,159,88,False,,977,Golden Brown Light,#DC9C56,220,156,86,17.378147196982766
300,206,112,111,111,False,,317,Pewter Gray,#6C6C6C,108,108,108,5.830951894845301
300,207,145,139,101,False,,3052,Green Gray Medium,#889268,136,146,104,11.789826122551595
300,208,158,133,82,False,,3863,Mocha Beige Medium,#A4835C,164,131,92,11.832159566199232
300,209,182,101,46,False,,301,Mahogany Medium,#B35F2B,179,95,43,7.3484692283495345
300,210,221,218,212,False,,02,Tin,#D7D7D8,215,215,216,7.810249675906654
300,211,51,55,59,False,,3799,Pewter Gray Very Dark,#424242,66,66,66,19.87460691435179
300,212,78,81,81,False,,413,Pewter Gray Dark,#565656,86,86,86,10.677078252031311
300,213,149,147,109,False,,3022,Brown Gray Medium,#8E9078,142,144,120,13.379088160259652
300,214,97,74,61,False,,779,Cocoa Dark,#624B45,98,75,69,8.12403840463596
300,215,241,120,32,False,,922,Copper Light,#E27323,226,115,35,16.09347693943108
300,216,13,48,73,False,,939,Navy Blue Very Dark,#1B2853,27,40,83,18.973665961010276
300,217,220,207,197,False,,453,Shell Gray Light,#D7CECB,215,206,203,7.874007874011811
300,218,111,91,55,False,,3781,Mocha Brown Dark,#6B5743,107,87,67,13.2664991614216
300,219,69,58,52,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,11.832159566199232
300,220,189,161,92,False,,370,Mustard Medium,#B89D64,184,157,100,10.246950765959598
300,221,67,46,31,False,,898,Coffee Brown Very Dark,#492A13,73,42,19,14.0
300,222,210,179,118,False,,372,Mustard Light,#CCB784,204,183,132,15.748015748023622
300,223,121,74,45,False,,433,Brown Medium,#7A451F,122,69,31,14.89966442575134
300,224,81,70,62,False,,3021,Brown Gray Very Dark,#4F4B41,79,75,65,6.164414002968976
300,225,34,57,72,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,21.42428528562855
300,226,214,197,138,False,,834,Golden Olive Very Light,#DBBE7F,219,190,127,13.96424004376894
300,227,174,175,176,False,,04,Tin Dark,#AEAEB1,174,174,177,1.4142135623730951
300,228,14,25,38,True,,3371,Black Brown,#1E1108,30,17,8,34.92849839314596
300,229,149,84,46,False,,434,Brown Light,#985E33,152,94,51,11.575836902790225
300,230,203,108,43,False,,3776,Mahogany Light,#CF7939,207,121,57,19.519221295943137
300,231,218,100,24,False,,720,Orange Spice Dark,#E55C1F,229,92,31,15.297058540778355
300,232,192,160,142,False,,3032,Mocha Brown Medium,#B39F8B,179,159,139,13.379088160259652
300,233,202,147,80,False,,436,Tan,#CB9051,203,144,81,3.3166247903554
300,234,232,205,118,False,,3821,Straw,#F3CE75,243,206,117,11.090536506409418
300,235,175,106,56,False,,3826,Golden Brown,#AD7239,173,114,57,8.306623862918075
300,236,115,102,85,False,,645,Beaver Gray Very Dark,#6E655C,110,101,92,8.660254037844387
300,237,134,123,95,False,,640,Beige Gray Very Dark,#857B61,133,123,97,2.23606797749979
300,238,239,93,8,False,,946,Burnt Orange Medium,#EB6307,235,99,7,7.280109889280518
300,239,197,170,118,False,,371,Mustard,#BFA671,191,166,113,8.774964387392123
300,240,221,131,56,False,,3776,Mahogany Light,#CF7939,207,121,57,17.233687939614086
300,241,246,196,97,False,,19,Autumn Gold medium Light,#F7C95F,247,201,95,5.477225575051661
300,242,150,158,144,False,,3053,Green Gray,#9CA482,156,164,130,16.3707055437449
300,243,22,45,65,False,,939,Navy Blue Very Dark,#1B2853,27,40,83,19.339079605813716
300,244,229,155,63,False,,3853,Autumn Gold Dark,#F29746,242,151,70,15.297058540778355
300,245,35,45,54,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,30.495901363953813
300,246,172,144,90,False,,831,Golden Olive Medium,#AA8F56,170,143,86,4.58257569495584
300,247,245,216,145,False,,3822,Straw Light,#F6DC98,246,220,152,8.12403840463596
300,248,30,29,32,True,,3371,Black Brown,#1E1108,30,17,8,26.832815729997478
300,249,164,85,37,False,,920,Copper Medium,#AC5414,172,84,20,18.81488772222678
300,250,103,98,89,False,,535,Ash Gray Very Light,#636458,99,100,88,4.58257569495584
300,251,242,129,40,True,,922,Copper Light,#E27323,226,115,35,21.840329667841555
300,252,87,51,32,False,,801,Coffee Brown Dark,#653919,101,57,25,16.76305461424021
300,253,35,34,37,True,,934,Avocado Grn Black,#313919,49,57,25,29.478805945967352
300,254,64,109,118,False,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,12.328828005937952
300,255,135,134,112,False,,646,Beaver Gray Dark,#877D73,135,125,115,9.486832980505138
300,256,225,121,41,False,,922,Copper Light,#E27323,226,115,35,8.54400374531753
300,257,196,147,108,False,,3064,Desert Sand,#C48E70,196,142,112,6.4031242374328485
300,258,8,20,36,True,,3371,Black Brown,#1E1108,30,17,8,35.73513677041127
300,259,89,67,45,False,,838,Beige Brown Very Dark,#594937,89,73,55,11.661903789690601
300,260,248,181,75,False,,742,Tangerine Light,#FFBF57,255,191,87,17.11724276862369
300,261,61,93,103,False,,930,Antique Blue Dark,#455C71,69,92,113,12.84523257866513
300,262,131,85,53,False,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,5.656854249492381
300,263,102,133,123,False,,3768,Gray Green Dark,#657F7F,101,127,127,7.280109889280518
300,264,77,104,110,False,,924,Gray Green Vy Dark,#566A6A,86,106,106,10.04987562112089
300,265,183,125,60,False,,976,Golden Brown Medium,#C28142,194,129,66,13.152946437965905
300,266,6,13,25,True,,310,Black,#000000,0,0,0,28.809720581775867
300,267,32,37,44,True,,934,Avocado Grn Black,#313919,49,57,25,32.4037034920393
300,268,10,11,13,False,,310,Black,#000000,0,0,0,19.748417658131498
300,269,149,144,123,False,,3022,Brown Gray Medium,#8E9078,142,144,120,7.615773105863909
300,270,184,88,28,False,,920,Copper Medium,#AC5414,172,84,20,14.966629547095765
300,271,67,51,41,False,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,12.083045973594572
300,272,20,15,12,False,,3371,Black Brown,#1E1108,30,17,8,10.954451150103322
300,273,97,119,110,False,,317,Pewter Gray,#6C6C6C,108,108,108,15.684387141358123
300,274,197,117,52,False,,3776,Mahogany Light,#CF7939,207,121,57,11.874342087037917
300,275,139,152,116,False,,3022,Brown Gray Medium,#8E9078,142,144,120,9.433981132056603
300,276,166,94,47,False,,301,Mahogany Medium,#B35F2B,179,95,43,13.638181696985855
300,277,251,241,179,False,,727,Topaz Very Light,#FFF1AF,255,241,175,5.656854249492381
300,278,21,28,38,True,,3371,Black Brown,#1E1108,30,17,8,33.19638534539566
300,279,187,190,186,False,,03,Tin Medium,#B8B8BB,184,184,187,6.782329983125268
300,280,216,168,84,False,,977,Golden Brown Light,#DC9C56,220,156,86,12.806248474865697
300,281,138,106,67,False,,3862,Mocha Beige Dark,#8A6E4E,138,110,78,11.704699910719626
300,282,36,72,91,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,15.7797338380595
300,283,239,194,162,False,,3771,Terra Cotta Ultra Very Light,#F4BBA9,244,187,169,11.090536506409418
300,284,230,174,75,True,,3820,Straw Dark,#DFB65F,223,182,95,22.64950330581225
300,285,161,126,95,False,,3863,Mocha Beige Medium,#A4835C,164,131,92,6.557438524302
300,286,4,10,19,True,,310,Black,#000000,0,0,0,21.840329667841555
300,287,197,174,101,False,,833,Golden Olive Light,#C8AB6C,200,171,108,8.18535277187245
300,288,12,29,46,True,,939,Navy Blue Very Dark,#1B2853,27,40,83,41.41255848169731
300,289,66,81,87,False,,3750,Antique Blue Very Dark,#384C5E,56,76,94,13.19090595827292
300,290,24,60,83,False,,820,Royal Blue Very Dark,#0E365C,14,54,92,14.730919862656235
300,291,36,82,106,False,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,9.16515138991168
300,292,76,110,131,False,,798,Delft Blue Dark,#466A8E,70,106,142,13.152946437965905
300,293,135,92,61,False,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,6.0
300,294,6,16,32,True,,3371,Black Brown,#1E1108,30,17,8,33.95585369269929
300,295,205,134,74,False,,436,Tan,#CB9051,203,144,81,12.36931687685298
300,296,200,82,16,False,,900,Burnt Orange Dark,#D15807,209,88,7,14.071247279470288
300,297,246,156,64,False,,3853,Autumn Gold Dark,#F29746,242,151,70,8.774964387392123
300,298,24,26,31,True,,3371,Black Brown,#1E1108,30,17,8,25.41653005427767
300,299,185,142,88,False,,3828,Hazelnut Brown,#B78B61,183,139,97,9.695359714832659
