K,ColorID,Red,Green,Blue,Color,DMC,Floss Name,Hex Code,Red,Green,Blue,Distance
400,0,171,98,53,,301,Mahogany Medium,#B35F2B,179,95,43,13.152946437965905
400,1,25,43,58,,939,Navy Blue Very Dark,#1B2853,27,40,83,25.25866188063018
400,2,237,209,129,,3821,Straw,#F3CE75,243,206,117,13.74772708486752
400,3,75,89,92,,413,Pewter Gray Dark,#565656,86,86,86,12.884098726725126
400,4,6,12,22,,310,Black,#000000,0,0,0,25.768197453450252
400,5,170,176,185,,04,Tin Dark,#AEAEB1,174,174,177,9.16515138991168
400,6,215,120,48,,3776,Mahogany Light,#CF7939,207,121,57,12.083045973594572
400,7,160,143,99,,3863,Mocha Beige Medium,#A4835C,164,131,92,14.45683229480096
400,8,99,73,50,,838,Beige Brown Very Dark,#594937,89,73,55,11.180339887498949
400,9,23,68,96,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,14.317821063276353
400,10,254,184,65,,725,Topaz Medium Light,#FFC840,255,200,64,16.06237840420901
400,11,123,115,98,,640,Beige Gray Very Dark,#857B61,133,123,97,12.84523257866513
400,12,231,206,185,,05,Driftwood Light,#E3CCBE,227,204,190,6.708203932499369
400,13,62,61,62,,3799,Pewter Gray Very Dark,#424242,66,66,66,7.54983443527075
400,14,211,160,78,,977,Golden Brown Light,#DC9C56,220,156,86,12.68857754044952
400,15,85,118,138,,3838,Lavender Blue Dark,#5C7294,92,114,148,12.84523257866513
400,16,140,69,29,,400,Mahogany Dark,#8F430F,143,67,15,14.45683229480096
400,17,45,93,112,,803,Baby Blue Ultra Very Dark,#2C597C,44,89,124,12.68857754044952
400,18,230,91,10,,946,Burnt Orange Medium,#EB6307,235,99,7,9.899494936611665
400,19,28,31,38,,3371,Black Brown,#1E1108,30,17,8,33.166247903554
400,20,112,102,73,,610,Drab Brown Dark,#796047,121,96,71,11.0
400,21,238,139,55,,3853,Autumn Gold Dark,#F29746,242,151,70,19.621416870348583
400,22,45,48,53,,934,Avocado Grn Black,#313919,49,57,25,29.68164415931166
400,23,1,1,2,,310,Black,#000000,0,0,0,2.449489742783178
400,24,199,180,172,,452,Shell Gray Medium,#C0B3AE,192,179,174,7.3484692283495345
400,25,183,195,200,,927,Gray Green Light,#BDCBCB,189,203,203,10.44030650891055
400,26,105,135,150,,931,Antique Blue Medium,#6A859E,106,133,158,8.306623862918075
400,27,70,113,119,,991,Aquamarine Dark,#477B6E,71,123,110,13.490737563232042
400,28,107,137,122,,3768,Gray Green Dark,#657F7F,101,127,127,12.68857754044952
400,29,182,75,17,,920,Copper Medium,#AC5414,172,84,20,13.784048752090222
400,30,184,134,83,,3828,Hazelnut Brown,#B78B61,183,139,97,14.89966442575134
400,31,14,23,34,,3371,Black Brown,#1E1108,30,17,8,31.11269837220809
400,32,134,104,57,,869,Hazelnut Brown Very Dark,#835E39,131,94,57,10.44030650891055
400,33,11,44,69,,939,Navy Blue Very Dark,#1B2853,27,40,83,21.633307652783937
400,34,237,163,75,,3853,Autumn Gold Dark,#F29746,242,151,70,13.92838827718412
400,35,76,59,43,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,1.7320508075688772
400,36,24,54,74,,939,Navy Blue Very Dark,#1B2853,27,40,83,16.911534525287763
400,37,166,163,163,,318,Steel Gray Light,#ABABAB,171,171,171,12.36931687685298
400,38,249,194,85,,742,Tangerine Light,#FFBF57,255,191,87,7.0
400,39,92,110,104,,924,Gray Green Vy Dark,#566A6A,86,106,106,7.483314773547883
400,40,185,170,103,,371,Mustard,#BFA671,191,166,113,12.328828005937952
400,41,158,87,42,,434,Brown Light,#985E33,152,94,51,12.884098726725126
400,42,114,63,34,,433,Brown Medium,#7A451F,122,69,31,10.44030650891055
400,43,253,249,203,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,2.0
400,44,145,121,87,,611,Drab Brown,#967656,150,118,86,5.916079783099616
400,45,191,101,39,,301,Mahogany Medium,#B35F2B,179,95,43,14.0
400,46,8,7,7,,310,Black,#000000,0,0,0,12.727922061357855
400,47,236,114,31,,922,Copper Light,#E27323,226,115,35,10.816653826391969
400,48,186,153,127,,841,Beige Brown Light,#B69B7E,182,155,126,4.58257569495584
400,49,148,157,115,,522,Fern Green,#969E7E,150,158,126,11.224972160321824
400,50,43,37,34,,934,Avocado Grn Black,#313919,49,57,25,22.737634001804146
400,51,80,76,70,,3021,Brown Gray Very Dark,#4F4B41,79,75,65,5.196152422706632
400,52,212,138,64,,3776,Mahogany Light,#CF7939,207,121,57,19.05255888325765
400,53,145,87,52,,434,Brown Light,#985E33,152,94,51,9.9498743710662
400,54,251,162,63,,3853,Autumn Gold Dark,#F29746,242,151,70,15.84297951775486
400,55,58,104,117,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,6.48074069840786
400,56,150,105,68,,420,Hazelnut Brown Dark,#A07042,160,112,66,12.36931687685298
400,57,44,74,88,,3750,Antique Blue Very Dark,#384C5E,56,76,94,13.564659966250536
400,58,203,212,217,,3752,Antique Blue Very Light,#C7D1DB,199,209,219,5.385164807134504
400,59,214,199,190,,06,Driftwood Medium Light,#DCC6B8,220,198,184,8.54400374531753
400,60,228,188,115,,728,Topaz,#E4B468,228,180,104,13.601470508735444
400,61,192,117,61,,976,Golden Brown Medium,#C28142,194,129,66,13.152946437965905
400,62,132,94,72,,610,Drab Brown Dark,#796047,121,96,71,11.224972160321824
400,63,31,78,103,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,3.7416573867739413
400,64,11,19,31,,3371,Black Brown,#1E1108,30,17,8,29.899832775452108
400,65,247,232,165,,745,Yellow Pale Light,#FFE9AD,255,233,173,11.357816691600547
400,66,110,106,93,,645,Beaver Gray Very Dark,#6E655C,110,101,92,5.0990195135927845
400,67,131,71,39,,433,Brown Medium,#7A451F,122,69,31,12.206555615733702
400,68,103,92,78,,3787,Brown Gray Dark,#625D50,98,93,80,5.477225575051661
400,69,57,45,38,,934,Avocado Grn Black,#313919,49,57,25,19.4164878389476
400,70,226,174,95,,3820,Straw Dark,#DFB65F,223,182,95,8.54400374531753
400,71,180,150,93,,370,Mustard Medium,#B89D64,184,157,100,10.677078252031311
400,72,87,121,116,,991,Aquamarine Dark,#477B6E,71,123,110,17.204650534085253
400,73,41,40,41,,934,Avocado Grn Black,#313919,49,57,25,24.677925358506133
400,74,198,165,94,,833,Golden Olive Light,#C8AB6C,200,171,108,15.362291495737216
400,75,169,170,172,,318,Steel Gray Light,#ABABAB,171,171,171,2.449489742783178
400,76,212,86,13,,900,Burnt Orange Dark,#D15807,209,88,7,7.0
400,77,124,93,64,,610,Drab Brown Dark,#796047,121,96,71,8.18535277187245
400,78,121,148,162,,3839,Lavender Blue Medium,#7B8EAB,123,142,171,11.0
400,79,34,28,23,,3371,Black Brown,#1E1108,30,17,8,19.026297590440446
400,80,226,211,148,,676,Old Gold Light,#E5CE97,229,206,151,6.557438524302
400,81,69,100,105,,930,Antique Blue Dark,#455C71,69,92,113,11.313708498984761
400,82,253,202,85,,742,Tangerine Light,#FFBF57,255,191,87,11.357816691600547
400,83,11,33,53,,939,Navy Blue Very Dark,#1B2853,27,40,83,34.713109915419565
400,84,18,20,24,,3371,Black Brown,#1E1108,30,17,8,20.223748416156685
400,85,169,124,79,,167,Yellow Beige Very Dark,#A77C49,167,124,73,6.324555320336759
400,86,170,74,25,,919,Red Copper,#A64510,166,69,16,11.045361017187261
400,87,240,223,205,,543,Beige Brown Ultra Very Light,#F2E3CE,242,227,206,4.58257569495584
400,88,51,87,100,,3750,Antique Blue Very Dark,#384C5E,56,76,94,13.490737563232042
400,89,131,127,111,,646,Beaver Gray Dark,#877D73,135,125,115,6.0
400,90,37,41,46,,934,Avocado Grn Black,#313919,49,57,25,29.0
400,91,51,61,66,,3799,Pewter Gray Very Dark,#424242,66,66,66,15.811388300841896
400,92,242,183,140,,20,Shrimp,#F7AF93,247,175,147,11.74734012447073
400,93,251,145,42,,741,Tangerine Medium,#FFA32B,255,163,43,18.466185312619388
400,94,252,208,99,,19,Autumn Gold medium Light,#F7C95F,247,201,95,9.486832980505138
400,95,211,104,33,,921,Copper,#C66218,198,98,24,16.911534525287763
400,96,59,54,50,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,18.867962264113206
400,97,253,169,92,,3854,Autumn Gold Medium,#F2AF68,242,175,104,17.349351572897472
400,98,2,10,24,,310,Black,#000000,0,0,0,26.076809620810597
400,99,153,79,34,,975,Golden Brown Dark,#914F12,145,79,18,17.88854381999832
400,100,61,77,83,,3750,Antique Blue Very Dark,#384C5E,56,76,94,12.12435565298214
400,101,232,175,87,,3820,Straw Dark,#DFB65F,223,182,95,13.92838827718412
400,102,213,141,85,,436,Tan,#CB9051,203,144,81,11.180339887498949
400,103,179,114,63,,3826,Golden Brown,#AD7239,173,114,57,8.48528137423857
400,104,194,175,137,,372,Mustard Light,#CCB784,204,183,132,13.74772708486752
400,105,121,84,60,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,14.352700094407323
400,106,18,30,44,,3371,Black Brown,#1E1108,30,17,8,40.11234224026316
400,107,83,66,52,,838,Beige Brown Very Dark,#594937,89,73,55,9.695359714832659
400,108,138,164,173,,926,Gray Green Medium,#98AEAE,152,174,174,17.233687939614086
400,109,186,109,48,,301,Mahogany Medium,#B35F2B,179,95,43,16.431676725154983
400,110,137,101,76,,3862,Mocha Beige Dark,#8A6E4E,138,110,78,9.273618495495704
400,111,203,189,155,,3864,Mocha Beige Light,#CBB69C,203,182,156,7.0710678118654755
400,112,3,6,14,,310,Black,#000000,0,0,0,15.524174696260024
400,113,231,136,56,,721,Orange Spice Medium,#F27842,242,120,66,21.840329667841555
400,114,15,15,16,,3371,Black Brown,#1E1108,30,17,8,17.11724276862369
400,115,227,162,76,,977,Golden Brown Light,#DC9C56,220,156,86,13.601470508735444
400,116,86,59,38,,3031,Mocha Brown Very Dark,#4B3C2A,75,60,42,11.74734012447073
400,117,10,16,27,,3371,Black Brown,#1E1108,30,17,8,27.60434748368452
400,118,206,192,183,,06,Driftwood Medium Light,#DCC6B8,220,198,184,15.264337522473747
400,119,177,160,100,,370,Mustard Medium,#B89D64,184,157,100,7.615773105863909
400,120,90,90,88,,413,Pewter Gray Dark,#565656,86,86,86,6.0
400,121,62,43,31,,898,Coffee Brown Very Dark,#492A13,73,42,19,16.30950643030009
400,122,110,77,54,,839,Beige Brown Dark,#675541,103,85,65,15.297058540778355
400,123,140,76,39,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,20.73644135332772
400,124,145,130,95,,840,Beige Brown Medium,#9A7C5C,154,124,92,11.224972160321824
400,125,37,50,61,,939,Navy Blue Very Dark,#1B2853,27,40,83,26.153393661244042
400,126,247,211,165,,738,Tan Very Light,#ECCC9E,236,204,158,14.798648586948742
400,127,135,78,45,,632,Desert Sand Ultra Very Dark,#875539,135,85,57,13.892443989449804
400,128,71,64,58,,3799,Pewter Gray Very Dark,#424242,66,66,66,9.643650760992955
400,129,51,98,114,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,7.874007874011811
400,130,121,144,120,,169,Pewter Light,#848484,132,132,132,20.223748416156685
400,131,106,117,103,,317,Pewter Gray,#6C6C6C,108,108,108,10.488088481701515
400,132,24,23,25,,3371,Black Brown,#1E1108,30,17,8,19.0
400,133,250,174,68,,3853,Autumn Gold Dark,#F29746,242,151,70,24.43358344574123
400,134,246,219,188,,945,Tawny,#FBD5BB,251,213,187,7.874007874011811
400,135,105,83,64,,839,Beige Brown Dark,#675541,103,85,65,3.0
400,136,221,144,70,,977,Golden Brown Light,#DC9C56,220,156,86,20.024984394500787
400,137,175,92,39,,301,Mahogany Medium,#B35F2B,179,95,43,6.4031242374328485
400,138,46,45,46,,934,Avocado Grn Black,#313919,49,57,25,24.372115213907882
400,139,239,186,96,,3854,Autumn Gold Medium,#F2AF68,242,175,104,13.92838827718412
400,140,208,129,59,,3776,Mahogany Light,#CF7939,207,121,57,8.306623862918075
400,141,250,219,128,,743,Yellow Medium,#FED376,254,211,118,13.416407864998739
400,142,195,128,67,,976,Golden Brown Medium,#C28142,194,129,66,1.7320508075688772
400,143,15,52,78,,820,Royal Blue Very Dark,#0E365C,14,54,92,14.177446878757825
400,144,221,164,126,,21,Alizarin Light,#D79982,215,153,130,13.152946437965905
400,145,228,191,98,,3820,Straw Dark,#DFB65F,223,182,95,10.723805294763608
400,146,254,247,190,,3078,Golden Yellow Very Light,#FDF9CD,253,249,205,15.165750888103101
400,147,68,66,66,,3799,Pewter Gray Very Dark,#424242,66,66,66,2.0
400,148,4,13,29,,310,Black,#000000,0,0,0,32.03123475609393
400,149,191,147,76,,832,Golden Olive,#BD9B51,189,155,81,9.643650760992955
400,150,184,176,170,,648,Beaver Gray Light,#BCB4AC,188,180,172,6.0
400,151,251,138,45,,741,Tangerine Medium,#FFA32B,255,163,43,25.39685019840059
400,152,19,36,51,,939,Navy Blue Very Dark,#1B2853,27,40,83,33.2264954516723
400,153,95,129,121,,3768,Gray Green Dark,#657F7F,101,127,127,8.717797887081348
400,154,241,104,16,,946,Burnt Orange Medium,#EB6307,235,99,7,11.916375287812984
400,155,66,103,125,,824,Blue Very Dark,#396987,57,105,135,13.601470508735444
400,156,139,120,80,,830,Golden Olive Dark,#8D784B,141,120,75,5.385164807134504
400,157,39,32,30,,938,Coffee Brown Ultra Dark,#361F0E,54,31,14,21.95449840010015
400,158,232,229,226,,01,White Tin,#E3E3E6,227,227,230,6.708203932499369
400,159,221,159,83,,977,Golden Brown Light,#DC9C56,220,156,86,4.358898943540674
400,160,81,99,99,,924,Gray Green Vy Dark,#566A6A,86,106,106,11.090536506409418
400,161,89,67,55,,838,Beige Brown Very Dark,#594937,89,73,55,6.0
400,162,213,178,160,,842,Beige Brown Very Light,#D1BAA1,209,186,161,9.0
400,163,198,95,28,,921,Copper,#C66218,198,98,24,5.0
400,164,29,40,51,,939,Navy Blue Very Dark,#1B2853,27,40,83,32.0624390837628
400,165,113,124,106,,317,Pewter Gray,#6C6C6C,108,108,108,16.881943016134134
400,166,98,106,95,,535,Ash Gray Very Light,#636458,99,100,88,9.273618495495704
400,167,39,85,108,,311,Wedgewood Ultra Very Dark,#1C5066,28,80,102,13.490737563232042
400,168,144,96,60,,434,Brown Light,#985E33,152,94,51,12.206555615733702
400,169,27,22,16,,3371,Black Brown,#1E1108,30,17,8,9.899494936611665
400,170,82,123,121,,991,Aquamarine Dark,#477B6E,71,123,110,15.556349186104045
400,171,171,132,113,,3861,Cocoa Light,#A68881,166,136,129,17.233687939614086
400,172,173,190,198,,932,Antique Blue Light,#A2B5C6,162,181,198,14.212670403551895
400,173,203,121,55,,3776,Mahogany Light,#CF7939,207,121,57,4.47213595499958
400,174,168,70,18,,919,Red Copper,#A64510,166,69,16,3.0
400,175,237,147,63,,3853,Autumn Gold Dark,#F29746,242,151,70,9.486832980505138
400,176,250,155,56,,741,Tangerine Medium,#FFA32B,255,163,43,16.06237840420901
400,177,8,24,41,,3371,Black Brown,#1E1108,30,17,8,40.27406113120453
400,178,100,66,42,,838,Beige Brown Very Dark,#594937,89,73,55,18.411952639521967
400,179,94,125,143,,3838,Lavender Blue Dark,#5C7294,92,114,148,12.24744871391589
400,180,167,162,106,,3012,Khaki Green Medium,#A6A75D,166,167,93,13.96424004376894
400,181,157,97,59,,434,Brown Light,#985E33,152,94,51,9.899494936611665
400,182,3,4,5,,310,Black,#000000,0,0,0,7.0710678118654755
400,183,190,204,209,,927,Gray Green Light,#BDCBCB,189,203,203,6.164414002968976
400,184,74,76,77,,844,Beaver Gray Ultra Dark,#484848,72,72,72,6.708203932499369
400,185,218,194,176,,613,Drab Brown Very Light,#DCC4AA,220,196,170,6.6332495807108
400,186,57,69,75,,3799,Pewter Gray Very Dark,#424242,66,66,66,13.076696830622021
400,187,58,58,58,,3799,Pewter Gray Very Dark,#424242,66,66,66,13.856406460551018
400,188,200,141,69,,436,Tan,#CB9051,203,144,81,12.727922061357855
400,189,173,151,113,,642,Beige Gray Dark,#A49878,164,152,120,11.445523142259598
400,190,165,110,66,,420,Hazelnut Brown Dark,#A07042,160,112,66,5.385164807134504
400,191,252,217,112,,743,Yellow Medium,#FED376,254,211,118,8.717797887081348
400,192,174,165,139,,3032,Mocha Brown Medium,#B39F8B,179,159,139,7.810249675906654
400,193,11,39,60,,939,Navy Blue Very Dark,#1B2853,27,40,83,28.035691537752374
400,194,217,149,75,,977,Golden Brown Light,#DC9C56,220,156,86,13.379088160259652
400,195,156,120,79,,611,Drab Brown,#967656,150,118,86,9.433981132056603
400,196,53,93,107,,3808,Turquoise Ultra Very Dark,#366970,54,105,112,13.038404810405298
400,197,235,131,46,,922,Copper Light,#E27323,226,115,35,21.400934559032695
400,198,174,141,68,,831,Golden Olive Medium,#AA8F56,170,143,86,18.547236990991408
400,199,154,82,40,,434,Brown Light,#985E33,152,94,51,16.401219466856727
